date,away_team,away_score,home_team,home_score,game_note
2025-09-12,Mount Mary,0,Wisconsin Lutheran College,0,Sch
2025-09-12,Roanoke College,0,Greensboro College,0,Sch
2025-09-12,Carnegie Mellon University,0,Shenandoah University,0,Sch
2025-09-12,Hardin-Simmons University,0,Trinity University (Texas),0,Sch
2025-09-12,Utica University,0,State University of New York at Morrisville,0,Sch
2025-09-12,Washington University in St. Louis,0,North Central College,0,Sch
2025-09-12,Waynesburg University,0,Baldwin Wallace University,0,Sch
2025-09-12,Bridgewater State University,0,Massachusetts Maritime Academy,0,Sch
2025-09-12,Willamette University,0,George Fox University,0,Sch
2025-09-12,Salem College (North Carolina),0,Hollins University,0,Sch
2025-09-12,McMurry University,0,Southwestern University (Texas),0,Sch
2025-09-12,Ohio Northern University,0,Ohio Wesleyan University,0,Sch
2025-09-12,Southern Virginia University,0,Washington and Lee University,0,Sch
2025-09-12,Wilmington College (Ohio),0,Westminster College (Pennsylvania),0,Sch
2025-09-12,Linfield University,0,Pacific University (Oregon),0,Sch
2025-09-12,Berry College,0,Meredith College,0,Sch
2025-09-13,Calvin University,0,University of Chicago,0,Sch
2025-09-13,Wisconsin Lutheran College,0,Carthage College,0,Sch
2025-09-13,Vermont State University Castleton,0,Western Connecticut State University,0,Sch
2025-09-13,Centre College,0,Denison University,0,Sch
2025-09-13,Chapman University,0,Claremont McKenna-Harvey Mudd-Scripps Colleges,0,Sch
2025-09-13,Heidelberg University,0,Albion College,0,Sch
2025-09-13,Albright College,0,Penn State Berks College,0,Sch
2025-09-13,University of Wisconsin-Whitewater,0,Coe College,0,Sch
2025-09-13,Tufts University,0,Colby College,0,Sch
2025-09-13,Alfred University,0,Keuka College,0,Sch
2025-09-13,The College of New Jersey,0,Swarthmore College,0,Sch
2025-09-13,Alfred State College,0,State University of New York at Canton,0,Sch
2025-09-13,Concordia University Chicago,0,Kalamazoo College,0,Sch
2025-09-13,Connecticut College,0,Bowdoin College,0,Sch
2025-09-13,Alvernia University,0,Goucher College,0,Sch
2025-09-13,Delaware Valley University,0,Marymount University (Virginia),0,Sch
2025-09-13,Wheaton College (Illinois),0,DePauw University,0,Sch
2025-09-13,Grove City College,0,Dickinson College,0,Sch
2025-09-13,University of Dubuque,0,Dominican University (Illinois),0,Sch
2025-09-13,Eastern Mennonite University,0,Mary Baldwin University,0,Sch
2025-09-13,Williams College,0,Amherst College,0,Sch
2025-09-13,East Texas Baptist University,0,Schreiner University,0,Sch
2025-09-13,Eastern Connecticut State University,0,Keene State College,0,Sch
2025-09-13,Elizabethtown College,0,Stevenson University,0,Sch
2025-09-13,Framingham State University,0,Worcester State University,0,Sch
2025-09-13,Penn State Harrisburg,0,Franklin & Marshall College,0,Sch
2025-09-13,Geneva College,0,Kenyon College,0,Sch
2025-09-13,Catholic University,0,Gettysburg College,0,Sch
2025-09-13,Hamline University,0,Bethany Lutheran College,0,Sch
2025-09-13,Hilbert College,0,"Buffalo State, State University of New York",0,Sch
2025-09-13,Hobart and William Smith Colleges,0,Messiah University,0,Sch
2025-09-13,Hood College,0,Washington College (Maryland),0,Sch
2025-09-13,Illinois College,0,Manchester University,0,Sch
2025-09-13,Nazareth University,0,Ithaca College,0,Sch
2025-09-13,Asbury University,0,Spalding University,0,Sch
2025-09-13,Juniata College,0,Washington and Jefferson College,0,Sch
2025-09-13,King's College (Pennsylvania),0,State University of New York at New Paltz,0,Sch
2025-09-13,Franklin College,0,Knox College,0,Sch
2025-09-13,Lake Forest College,0,University of Wisconsin-Oshkosh,0,Sch
2025-09-13,Lebanon Valley College,0,Wilkes University,0,Sch
2025-09-13,Augsburg University,0,North Park University,0,Sch
2025-09-13,"University of Pittsburgh, Greensburg",0,Lycoming College,0,Sch
2025-09-13,Augustana College (Illinois),0,Nebraska Wesleyan University,0,Sch
2025-09-13,"University of Maine, Farmington",0,Wellesley College,0,Sch
2025-09-13,Austin College,0,University of Mary Hardin-Baylor,0,Sch
2025-09-13,University of Mary Washington,0,Virginia Wesleyan University,0,Sch
2025-09-13,Wittenberg University,0,Adrian College,0,Sch
2025-09-13,University of Lynchburg,0,Maryville College (Tennessee),0,Sch
2025-09-13,University of Southern Maine,0,"University of Massachusetts, Dartmouth",0,Sch
2025-09-13,Averett University,0,Brevard College,0,Sch
2025-09-13,Rowan University,0,Babson College,0,Sch
2025-09-13,Middlebury College,0,Trinity College (Connecticut),0,Sch
2025-09-13,University of Wisconsin-La Crosse,0,Millikin University,0,Sch
2025-09-13,Mount Aloysius College,0,Wilson College,0,Sch
2025-09-13,Muhlenberg College,0,"Rutgers, The State Univ. of New Jersey, Camden",0,Sch
2025-09-13,Bluffton University,0,Muskingum University,0,Sch
2025-09-13,New England College,0,Simmons University,0,Sch
2025-09-13,Norwich University,0,Albertus Magnus College,0,Sch
2025-09-13,St. Lawrence University,0,State University of New York at Oswego,0,Sch
2025-09-13,Grinnell College,0,Benedictine University (Illinois),0,Sch
2025-09-13,Clarkson University,0,Ramapo College,0,Sch
2025-09-13,St. Mary's College of Maryland,0,Randolph-Macon College,0,Sch
2025-09-13,Illinois Institute of Technology,0,Rose-Hulman Institute of Technology,0,Sch
2025-09-13,St. Joseph's University NY (Brooklyn),0,"Rutgers, The State Univ. of New Jersey, Newark",0,Sch
2025-09-13,College of Saint Benedict,0,University of Wisconsin-Eau Claire,0,Sch
2025-09-13,Wilmington College (Ohio),0,Saint Vincent College,0,Sch
2025-09-13,Salisbury University,0,Bridgewater College (Virginia),0,Sch
2025-09-13,Elmira College,0,St. John Fisher University,0,Sch
2025-09-13,State University of New York at Delhi,0,Thomas College,0,Sch
2025-09-13,Farmingdale State College,0,"Fairleigh Dickinson University, Florham",0,Sch
2025-09-13,The State University of New York at Fredonia,0,Allegheny College,0,Sch
2025-09-13,Mount Saint Mary College (New York),0,State University of New York at Oneonta,0,Sch
2025-09-13,Union College (New York),0,Plattsburgh State University of New York,0,Sch
2025-09-13,University of New England,0,Western New England University,0,Sch
2025-09-13,Ursinus College,0,Gwynedd Mercy University,0,Sch
2025-09-13,Massachusetts Institute of Technology,0,Brandeis University,0,Sch
2025-09-13,University of Mount Saint Vincent,0,Vassar College,0,Sch
2025-09-13,Macalester College,0,Wartburg College,0,Sch
2025-09-13,Endicott College,0,Wentworth Institute of Technology,0,Sch
2025-09-13,Hamilton College,0,Wesleyan University (Connecticut),0,Sch
2025-09-13,"Penn State University, Abington",0,William Paterson University of New Jersey,0,Sch
2025-09-13,University of Wisconsin-Superior,0,University of Wisconsin-River Falls,0,Sch
2025-09-13,University of Wisconsin-Stevens Point,0,Concordia University Wisconsin,0,Sch
2025-09-13,"University of Minnesota, Morris",0,University of Wisconsin-Stout,0,Sch
2025-09-13,The College of Wooster,0,Rochester Institute of Technology,0,Sch
2025-09-13,Bard College,0,Brooklyn College,0,Sch
2025-09-13,Bryn Mawr College,0,York College (Pennsylvania),0,Sch
2025-09-13,Buena Vista University,0,Monmouth College (Illinois),0,Sch
2025-09-13,Saint Elizabeth University,0,Centenary University (New Jersey),0,Sch
2025-09-13,Haverford College,0,University of Scranton,0,Sch
2025-09-13,Westfield State University,0,Fitchburg State University,0,Sch
2025-09-13,The City College of New York,0,State University of New York at Old Westbury,0,Sch
2025-09-13,Sweet Briar College,0,Warren Wilson College,0,Sch
2025-09-13,University of Wisconsin-Platteville,0,Simpson College,0,Sch
2025-09-13,Stockton University,0,Marywood University,0,Sch
2025-09-13,Cedar Crest College,0,York College (New York),0,Sch
2025-09-13,Anna Maria College,0,Salem State University,0,Sch
2025-09-13,U.S. Coast Guard Academy,0,U.S. Merchant Marine Academy,0,Sch
2025-09-13,LaGrange College,0,LeTourneau University,0,Sch
2025-09-13,Regis College (Massachusetts),0,Lasell University,0,Sch
2025-09-13,Mitchell College,0,Rivier University,0,Sch
2025-09-13,Massachusetts College of Liberal Arts,0,VTSU-Johnson,0,Sch
2025-09-13,Roger Williams University,0,Emerson College,0,Sch
2025-09-13,University of Valley Forge,0,Lehman College,0,Sch
2025-09-13,Oberlin College,0,The University of Olivet,0,Sch
2025-09-13,"Penn State University, Altoona",0,Chatham University,0,Sch
2025-09-13,State University of New York at Cobleskill,0,Maine Maritime Academy,0,Sch
2025-09-13,Rhode Island College,0,Plymouth State University,0,Sch
2025-09-13,Rensselaer Polytechnic Institute,0,Drew University,0,Sch
2025-09-13,Suffolk University,0,University of Hartford,0,Sch
2025-09-13,University of Massachusetts Boston,0,Bates College,0,Sch
2025-09-13,Widener University,0,Neumann University,0,Sch
2025-09-13,Hartwick College,0,State University of New York at Geneseo,0,Sch
2025-09-13,Houghton University,0,"Pennsylvania State Univ. Erie, the Behrend College",0,Sch
2025-09-13,Russell Sage College,0,State University of New York at Brockport,0,Sch
2025-09-13,Loras College,0,Carleton College,0,Sch
2025-09-13,Bethany College (West Virginia),0,"University of Pittsburgh, Bradford",0,Sch
2025-09-13,"University of California, Santa Cruz",0,Pomona-Pitzer Colleges,0,Sch
2025-09-13,Carroll University (Wisconsin),0,Marian University (Wisconsin),0,Sch
2025-09-13,Sarah Lawrence College,0,Stevens Institute of Technology,0,Sch
2025-09-13,Transylvania University,0,Marietta College,0,Sch
2025-09-13,Elms College,0,Emmanuel College (Massachusetts),0,Sch
2025-09-13,University of Saint Joseph (Connecticut),0,Dean College,0,Sch
2025-09-13,John Jay College of Criminal Justice,0,Kean University,0,Sch
2025-09-13,Luther College,0,Gustavus Adolphus College,0,Sch
2025-09-13,Central College (Iowa),0,Greenville University,0,Sch
2025-09-13,St. Olaf College,0,University of Northwestern-St. Paul,0,Sch
2025-09-13,University of St. Thomas (Texas),0,Howard Payne University,0,Sch
2025-09-13,Colby-Sawyer College,0,Saint Joseph's College (Maine),0,Sch
2025-09-13,Gordon College,0,Curry College,0,Sch
2025-09-14,Capital University,0,Hanover College,0,Sch
2025-09-14,Ohio Northern University,0,Case Western Reserve University,0,Sch
2025-09-14,Centre College,0,Mount St. Joseph University,0,Sch
2025-09-14,Christopher Newport University,0,Ohio Wesleyan University,0,Sch
2025-09-14,Nebraska Wesleyan University,0,Cornell College,0,Sch
2025-09-14,Carnegie Mellon University,0,State University of New York at Cortland,0,Sch
2025-09-14,University of Mount Union,0,Denison University,0,Sch
2025-09-14,University of Wisconsin-La Crosse,0,Edgewood University,0,Sch
2025-09-14,Berry College,0,Greensboro College,0,Sch
2025-09-14,University of Wisconsin-Whitewater,0,Grinnell College,0,Sch
2025-09-14,Hendrix College,0,Rhodes College,0,Sch
2025-09-14,Huntingdon College,0,Oglethorpe University,0,Sch
2025-09-14,Illinois College,0,Kalamazoo College,0,Sch
2025-09-14,John Carroll University,0,Baldwin Wallace University,0,Sch
2025-09-14,Juniata College,0,"Penn State University, Altoona",0,Sch
2025-09-14,Lawrence University,0,University of Wisconsin-Stevens Point,0,Sch
2025-09-14,Webster University,0,Aurora University,0,Sch
2025-09-14,McMurry University,0,Trinity University (Texas),0,Sch
2025-09-14,Middlebury College,0,Vassar College,0,Sch
2025-09-14,Millsaps College,0,University of the Ozarks (Arkansas),0,Sch
2025-09-14,Misericordia University,0,Texas Lutheran University,0,Sch
2025-09-14,"Purchase College, State University of New York",0,Yeshiva University,0,Sch
2025-09-14,College of Saint Benedict,0,University of Wisconsin-Oshkosh,0,Sch
2025-09-14,Bethel University (Minnesota),0,University of Wisconsin-Stout,0,Sch
2025-09-14,Skidmore College,0,Williams College,0,Sch
2025-09-14,State University of New York at Delhi,0,Maine Maritime Academy,0,Sch
2025-09-14,Arcadia University,0,Farmingdale State College,0,Sch
2025-09-14,State University of New York at Cobleskill,0,Thomas College,0,Sch
2025-09-14,Illinois Wesleyan University,0,Wartburg College,0,Sch
2025-09-14,Washington University in St. Louis,0,Trine University,0,Sch
2025-09-14,Linfield University,0,Willamette University,0,Sch
2025-09-14,The College of Wooster,0,"Buffalo State, State University of New York",0,Sch
2025-09-14,Emory University,0,Washington and Lee University,0,Sch
2025-09-14,Hardin-Simmons University,0,Southwestern University (Texas),0,Sch
2025-09-14,"University of Pittsburgh, Greensburg",0,Pennsylvania College of Technology,0,Sch
2025-09-14,LaGrange College,0,Centenary College (Louisiana),0,Sch
2025-09-14,Berea College,0,Salem College (North Carolina),0,Sch
2025-09-14,George Fox University,0,Pacific University (Oregon),0,Sch
2025-09-14,Montclair State University,0,Manhattanville University,0,Sch
2025-09-15,Carroll University (Wisconsin),0,Beloit College,0,Sch
2025-09-15,Sarah Lawrence College,0,"Rutgers, The State Univ. of New Jersey, Newark",0,Sch
2025-09-15,Emory University,0,William Peace University,0,Sch
2025-09-15,Western Connecticut State University,0,University of Saint Joseph (Connecticut),0,Sch
2025-09-16,Colby College,0,University of New England,0,Sch
2025-09-16,Keene State College,0,Colby-Sawyer College,0,Sch
2025-09-16,Johns Hopkins University,0,The College of New Jersey,0,Sch
2025-09-16,"Concordia College, Moorhead",0,Hamline University,0,Sch
2025-09-16,Sewanee,0,Covenant College,0,Sch
2025-09-16,Hanover College,0,DePauw University,0,Sch
2025-09-16,Thiel College,0,Hilbert College,0,Sch
2025-09-16,Hope College,0,Wheaton College (Illinois),0,Sch
2025-09-16,Berry College,0,Huntingdon College,0,Sch
2025-09-16,Greenville University,0,Illinois College,0,Sch
2025-09-16,Gustavus Adolphus College,0,Augsburg University,0,Sch
2025-09-16,Adrian College,0,Wilmington College (Ohio),0,Sch
2025-09-16,Endicott College,0,Babson College,0,Sch
2025-09-16,Massachusetts Maritime Academy,0,New England College,0,Sch
2025-09-16,Oberlin College,0,Otterbein University,0,Sch
2025-09-16,St. John Fisher University,0,University of Rochester,0,Sch
2025-09-16,"Rutgers, The State Univ. of New Jersey, Camden",0,Bryn Mawr College,0,Sch
2025-09-16,Saint Mary's University of Minnesota,0,Bethel University (Minnesota),0,Sch
2025-09-16,St. Lawrence University,0,State University of New York at Canton,0,Sch
2025-09-16,Carleton College,0,St. Olaf College,0,Sch
2025-09-16,La Roche University,0,Saint Vincent College,0,Sch
2025-09-16,Western New England University,0,Smith College,0,Sch
2025-09-16,University of Southern Maine,0,Bowdoin College,0,Sch
2025-09-16,"Pennsylvania State Univ. Erie, the Behrend College",0,The State University of New York at Fredonia,0,Sch
2025-09-16,Springfield College,0,Wesleyan University (Connecticut),0,Sch
2025-09-16,Maranatha Baptist University,0,Wisconsin Lutheran College,0,Sch
2025-09-16,University of Wisconsin-Stevens Point,0,University of Dubuque,0,Sch
2025-09-16,Worcester State University,0,Clark University (Massachusetts),0,Sch
2025-09-16,Rivier University,0,Nichols College,0,Sch
2025-09-16,Lehman College,0,State University of New York at Old Westbury,0,Sch
2025-09-16,LeTourneau University,0,Howard Payne University,0,Sch
2025-09-16,St. Joseph's University NY (Brooklyn),0,Pratt Institute,0,Sch
2025-09-16,Fitchburg State University,0,Regis College (Massachusetts),0,Sch
2025-09-16,Eastern University,0,Immaculata University,0,Sch
2025-09-16,Tufts University,0,Gordon College,0,Sch
2025-09-17,Pomona-Pitzer Colleges,0,California Lutheran University,0,Sch
2025-09-17,Ohio Wesleyan University,0,Capital University,0,Sch
2025-09-17,Carthage College,0,Lake Forest College,0,Sch
2025-09-17,Massachusetts College of Liberal Arts,0,Vermont State University Castleton,0,Sch
2025-09-17,Chapman University,0,California Institute of Technology,0,Sch
2025-09-17,University of Chicago,0,North Park University,0,Sch
2025-09-17,Wilkes University,0,Albright College,0,Sch
2025-09-17,Roanoke College,0,Christopher Newport University,0,Sch
2025-09-17,Coe College,0,Monmouth College (Illinois),0,Sch
2025-09-17,Alfred University,0,State University of New York at Cortland,0,Sch
2025-09-17,Macalester College,0,St. Catherine University,0,Sch
2025-09-17,Elmira College,0,Alfred State College,0,Sch
2025-09-17,Rockford University,0,Concordia University Chicago,0,Sch
2025-09-17,State University of New York at Brockport,0,Allegheny College,0,Sch
2025-09-17,Martin Luther College,0,Crown College (Minnesota),0,Sch
2025-09-17,Alma College,0,Heidelberg University,0,Sch
2025-09-17,Alvernia University,0,"Penn State University, Abington",0,Sch
2025-09-17,Delaware Valley University,0,Cairn University,0,Sch
2025-09-17,Haverford College,0,DeSales University,0,Sch
2025-09-17,York College (Pennsylvania),0,Dickinson College,0,Sch
2025-09-17,Milwaukee School of Engineering,0,Dominican University (Illinois),0,Sch
2025-09-17,Earlham College,0,Muskingum University,0,Sch
2025-09-17,Amherst College,0,Emerson College,0,Sch
2025-09-17,Hendrix College,0,East Texas Baptist University,0,Sch
2025-09-17,Westfield State University,0,Eastern Connecticut State University,0,Sch
2025-09-17,Lakeland University,0,Edgewood University,0,Sch
2025-09-17,Elizabethtown College,0,Ursinus College,0,Sch
2025-09-17,Kalamazoo College,0,Elmhurst University,0,Sch
2025-09-17,Framingham State University,0,Springfield College,0,Sch
2025-09-17,"University of Pittsburgh, Greensburg",0,Franciscan University of Steubenville,0,Sch
2025-09-17,Franklin & Marshall College,0,Arcadia University,0,Sch
2025-09-17,Shenandoah University,0,Gettysburg College,0,Sch
2025-09-17,Guilford College,0,Greensboro College,0,Sch
2025-09-17,Carnegie Mellon University,0,Grove City College,0,Sch
2025-09-17,Hamilton College,0,Utica University,0,Sch
2025-09-17,"University of Pittsburgh, Bradford",0,Hiram College,0,Sch
2025-09-17,State University of New York at Geneseo,0,Hobart and William Smith Colleges,0,Sch
2025-09-17,Marymount University (Virginia),0,Hood College,0,Sch
2025-09-17,Ithaca College,0,University of Scranton,0,Sch
2025-09-17,Westminster College (Pennsylvania),0,John Carroll University,0,Sch
2025-09-17,John Jay College of Criminal Justice,0,Kean University,0,Sch
2025-09-17,Brandeis University,0,Johnson & Wales University (Providence),0,Sch
2025-09-17,Asbury University,0,Mount St. Joseph University,0,Sch
2025-09-17,Juniata College,0,Notre Dame of Maryland University,0,Sch
2025-09-17,Kenyon College,0,University of Mount Union,0,Sch
2025-09-17,King's College (Pennsylvania),0,Lycoming College,0,Sch
2025-09-17,Knox College,0,Eureka College,0,Sch
2025-09-17,University of La Verne,0,Occidental College,0,Sch
2025-09-17,Lebanon Valley College,0,Lancaster Bible College,0,Sch
2025-09-17,Augustana College (Illinois),0,Wartburg College,0,Sch
2025-09-17,Lyon College,0,University of the Ozarks (Arkansas),0,Sch
2025-09-17,Aurora University,0,Illinois Institute of Technology,0,Sch
2025-09-17,Marian University (Wisconsin),0,St. Norbert College,0,Sch
2025-09-17,Chatham University,0,Marietta College,0,Sch
2025-09-17,Wilson College,0,Mary Baldwin University,0,Sch
2025-09-17,Worcester Polytechnic Institute,0,"University of Massachusetts, Dartmouth",0,Sch
2025-09-17,McDaniel College,0,Penn State Harrisburg,0,Sch
2025-09-17,Penn State Berks College,0,Messiah University,0,Sch
2025-09-17,Trine University,0,Millikin University,0,Sch
2025-09-17,Stockton University,0,Moravian University,0,Sch
2025-09-17,Muhlenberg College,0,Susquehanna University,0,Sch
2025-09-17,Plattsburgh State University of New York,0,Norwich University,0,Sch
2025-09-17,Marywood University,0,State University of New York at Oswego,0,Sch
2025-09-17,Concordia University Wisconsin,0,Benedictine University (Illinois),0,Sch
2025-09-17,Ramapo College,0,Drew University,0,Sch
2025-09-17,Stevenson University,0,Randolph-Macon College,0,Sch
2025-09-17,Randolph College,0,Meredith College,0,Sch
2025-09-17,Webster University,0,Rose-Hulman Institute of Technology,0,Sch
2025-09-17,Mount Saint Mary College (New York),0,"Rutgers, The State Univ. of New Jersey, Newark",0,Sch
2025-09-17,The College of St. Scholastica,0,College of Saint Benedict,0,Sch
2025-09-17,Catholic University,0,St. Mary's College of Maryland,0,Sch
2025-09-17,Virginia Wesleyan University,0,Salisbury University,0,Sch
2025-09-17,Franklin College,0,Spalding University,0,Sch
2025-09-17,State University of New York at New Paltz,0,Farmingdale State College,0,Sch
2025-09-17,Vassar College,0,State University of New York at Oneonta,0,Sch
2025-09-17,State University of New York at Potsdam,0,Hartwick College,0,Sch
2025-09-17,Salem State University,0,Thomas College,0,Sch
2025-09-17,Union College (New York),0,Middlebury College,0,Sch
2025-09-17,U.S. Coast Guard Academy,0,Wentworth Institute of Technology,0,Sch
2025-09-17,Massachusetts Institute of Technology,0,Bridgewater State University,0,Sch
2025-09-17,Whittier College,0,Claremont McKenna-Harvey Mudd-Scripps Colleges,0,Sch
2025-09-17,William Paterson University of New Jersey,0,New York University,0,Sch
2025-09-17,University of Wisconsin-Eau Claire,0,Luther College,0,Sch
2025-09-17,University of Wisconsin-River Falls,0,Buena Vista University,0,Sch
2025-09-17,University of Wisconsin-Whitewater,0,Lawrence University,0,Sch
2025-09-17,"Buffalo State, State University of New York",0,Houghton University,0,Sch
2025-09-17,State University of New York Maritime College,0,Yeshiva University,0,Sch
2025-09-17,Roger Williams University,0,Wheaton College (Massachusetts),0,Sch
2025-09-17,Western Connecticut State University,0,Russell Sage College,0,Sch
2025-09-17,University of Massachusetts Boston,0,Curry College,0,Sch
2025-09-17,Bridgewater College (Virginia),0,Southern Virginia University,0,Sch
2025-09-17,Keystone College,0,Saint Elizabeth University,0,Sch
2025-09-17,"Fairleigh Dickinson University, Florham",0,Centenary University (New Jersey),0,Sch
2025-09-17,Wellesley College,0,Plymouth State University,0,Sch
2025-09-17,Albertus Magnus College,0,Anna Maria College,0,Sch
2025-09-17,Saint Mary's College (Indiana),0,Anderson University (Indiana),0,Sch
2025-09-17,Gwynedd Mercy University,0,Cedar Crest College,0,Sch
2025-09-17,Wesleyan College (Georgia),0,Agnes Scott College,0,Sch
2025-09-17,University of Wisconsin-Platteville,0,Central College (Iowa),0,Sch
2025-09-17,Salve Regina University,0,Trinity College (Connecticut),0,Sch
2025-09-17,Bethany Lutheran College,0,"University of Minnesota, Morris",0,Sch
2025-09-17,Trinity Washington University,0,Sweet Briar College,0,Sch
2025-09-17,University of Hartford,0,Emmanuel College (Massachusetts),0,Sch
2025-09-17,"Penn State University, Altoona",0,Pennsylvania College of Technology,0,Sch
2025-09-17,York College (New York),0,"Purchase College, State University of New York",0,Sch
2025-09-17,Illinois Wesleyan University,0,Westminster College (Missouri),0,Sch
2025-09-17,Lesley University,0,Suffolk University,0,Sch
2025-09-17,Simmons University,0,Saint Joseph's College (Maine),0,Sch
2025-09-17,Transylvania University,0,Wittenberg University,0,Sch
2025-09-17,University of Wisconsin-Stout,0,University of Northwestern-St. Paul,0,Sch
2025-09-17,North Central University,0,University of Wisconsin-Superior,0,Sch
2025-09-18,Ohio Northern University,0,Albion College,0,Sch
2025-09-18,Greenville University,0,Covenant College,0,Sch
2025-09-18,Keene State College,0,Worcester State University,0,Sch
2025-09-18,State University of New York at Morrisville,0,State University of New York at Delhi,0,Sch
2025-09-18,Simpson College,0,University of Wisconsin-La Crosse,0,Sch
2025-09-18,"University of California, Santa Cruz",0,Loras College,0,Sch
2025-09-18,Widener University,0,Immaculata University,0,Sch
2025-09-18,Stevens Institute of Technology,0,Montclair State University,0,Sch
2025-09-18,Hardin-Simmons University,0,Concordia University Texas,0,Sch
2025-09-18,East Texas Baptist University,0,Texas Lutheran University,0,Sch
2025-09-19,North Central College,0,Centre College,0,Sch
2025-09-19,Hanover College,0,Ohio Wesleyan University,0,Sch
2025-09-19,Maranatha Baptist University,0,Blackburn College,0,Sch
2025-09-19,State University of New York at Canton,0,VTSU-Johnson,0,Sch
2025-09-19,Meredith College,0,Brevard College,0,Sch
2025-09-19,Wheaton College (Illinois),0,Saint Mary's College (Indiana),0,Sch
2025-09-19,Sweet Briar College,0,Trinity Washington University,0,Sch
2025-09-19,Millsaps College,0,Centenary College (Louisiana),0,Sch
2025-09-19,Mississippi University for Women,0,University of St. Thomas (Texas),0,Sch
2025-09-19,U.S. Merchant Marine Academy,0,"St. Joseph's University, New York L.I.",0,Sch
2025-09-20,Claremont McKenna-Harvey Mudd-Scripps Colleges,0,California Lutheran University,0,Sch
2025-09-20,Calvin University,0,Case Western Reserve University,0,Sch
2025-09-20,Knox College,0,Carthage College,0,Sch
2025-09-20,Eastern Connecticut State University,0,Vermont State University Castleton,0,Sch
2025-09-20,Chapman University,0,University of La Verne,0,Sch
2025-09-20,University of Chicago,0,Hope College,0,Sch
2025-09-20,Albright College,0,Kean University,0,Sch
2025-09-20,Christopher Newport University,0,Washington and Lee University,0,Sch
2025-09-20,Rochester Institute of Technology,0,Clarkson University,0,Sch
2025-09-20,Coe College,0,Ripon College,0,Sch
2025-09-20,Colby College,0,Connecticut College,0,Sch
2025-09-20,Alfred University,0,Russell Sage College,0,Sch
2025-09-20,Penn State Harrisburg,0,The College of New Jersey,0,Sch
2025-09-20,"Concordia College, Moorhead",0,St. Catherine University,0,Sch
2025-09-20,Thiel College,0,Alfred State College,0,Sch
2025-09-20,Cornell College,0,University of Wisconsin-Whitewater,0,Sch
2025-09-20,State University of New York at Cortland,0,St. Lawrence University,0,Sch
2025-09-20,Belhaven University,0,Covenant College,0,Sch
2025-09-20,University of Wisconsin-Superior,0,Crown College (Minnesota),0,Sch
2025-09-20,Bluffton University,0,Alma College,0,Sch
2025-09-20,Alvernia University,0,Lycoming College,0,Sch
2025-09-20,Elms College,0,Dean College,0,Sch
2025-09-20,Delaware Valley University,0,Cedar Crest College,0,Sch
2025-09-20,Rose-Hulman Institute of Technology,0,Denison University,0,Sch
2025-09-20,DePauw University,0,Rhodes College,0,Sch
2025-09-20,Dickinson College,0,Ursinus College,0,Sch
2025-09-20,Amherst College,0,Middlebury College,0,Sch
2025-09-20,University of the Ozarks (Arkansas),0,East Texas Baptist University,0,Sch
2025-09-20,Edgewood University,0,Aurora University,0,Sch
2025-09-20,Penn State Berks College,0,Elizabethtown College,0,Sch
2025-09-20,Elmhurst University,0,The University of Olivet,0,Sch
2025-09-20,Fitchburg State University,0,Framingham State University,0,Sch
2025-09-20,Franciscan University of Steubenville,0,Otterbein University,0,Sch
2025-09-20,Muhlenberg College,0,Franklin & Marshall College,0,Sch
2025-09-20,Heidelberg University,0,Geneva College,0,Sch
2025-09-20,Haverford College,0,Gettysburg College,0,Sch
2025-09-20,Westminster College (Missouri),0,Grinnell College,0,Sch
2025-09-20,"Pennsylvania State Univ. Erie, the Behrend College",0,Grove City College,0,Sch
2025-09-20,Guilford College,0,Averett University,0,Sch
2025-09-20,Hamilton College,0,Tufts University,0,Sch
2025-09-20,Hamline University,0,Carleton College,0,Sch
2025-09-20,Texas Lutheran University,0,Hardin-Simmons University,0,Sch
2025-09-20,Webster University,0,Hendrix College,0,Sch
2025-09-20,Hilbert College,0,State University of New York at Cobleskill,0,Sch
2025-09-20,Hiram College,0,Oberlin College,0,Sch
2025-09-20,University of Rochester,0,Hobart and William Smith Colleges,0,Sch
2025-09-20,Hood College,0,"Rutgers, The State Univ. of New Jersey, Camden",0,Sch
2025-09-20,Huntingdon College,0,Asbury University,0,Sch
2025-09-20,Swarthmore College,0,Johns Hopkins University,0,Sch
2025-09-20,Roger Williams University,0,Johnson & Wales University (Providence),0,Sch
2025-09-20,"University of Massachusetts, Dartmouth",0,Keene State College,0,Sch
2025-09-20,Lake Forest College,0,North Park University,0,Sch
2025-09-20,Lawrence University,0,Loras College,0,Sch
2025-09-20,Lebanon Valley College,0,Stevenson University,0,Sch
2025-09-20,Lewis & Clark College,0,University of Puget Sound,0,Sch
2025-09-20,"University of Maine, Farmington",0,University of Maine at Presque Isle,0,Sch
2025-09-20,Maranatha Baptist University,0,Eureka College,0,Sch
2025-09-20,Marietta College,0,Mount St. Joseph University,0,Sch
2025-09-20,North Central University,0,Martin Luther College,0,Sch
2025-09-20,Mary Baldwin University,0,William Peace University,0,Sch
2025-09-20,Washington University in St. Louis,0,University of Mary Hardin-Baylor,0,Sch
2025-09-20,University of Mary Washington,0,Methodist University,0,Sch
2025-09-20,McDaniel College,0,Bryn Mawr College,0,Sch
2025-09-20,Misericordia University,0,Messiah University,0,Sch
2025-09-20,Babson College,0,Springfield College,0,Sch
